job_id,value
d3oigqlq5lhs73baosn0,0.3044
d3oihnlq5lhs73baotl0,0.3512
d3ok5h3grqts7383ip90,0.3241
d3ok6gdq5lhs73baqm30,0.283
d3ok7gjnquss73e4lk10,0.2659
d3ok8i3nquss73e4ll10,0.2653
d3oiturgrqts7383hdng,0.3022
d3oj06dq5lhs73bapd00,0.3099
d3oj1b3nquss73e4kc70,0.266
d3oj5mbgrqts7383hltg,0.2583
