job_id,value
d3ojsqlq5lhs73baqc30,0.4241
d3ojaebgrqts7383hrj0,0.4248
d3ojbc5q5lhs73bappcg,0.4364
d3ojcmdq5lhs73bapr4g,0.4348
d3ojdrbld2is73ff1630,0.4295
d3ojf1bnquss73e4krfg,0.3653
d3ojga3nquss73e4ksmg,0.4211
d3ojhgrnquss73e4ktsg,0.4305
d3ojiolq5lhs73baq1ug,0.383
d3ojtobgrqts7383iglg,0.3326
