job_id,value
d3ofjprgrqts7383drpg,0.2795
d3ofijbld2is73fet2c0,0.3073
d3ofhe3ld2is73fet16g,0.2511
d3ofg63nquss73e4gnj0,0.2564
d3ofeqbgrqts7383dn2g,0.2365
d3ofdornquss73e4gla0,0.2477
d3ofcobgrqts7383dl30,0.2664
d3ofbp3grqts7383dk5g,0.2268
d3ofar5q5lhs73bali8g,0.2764
d3of9srld2is73fesq0g,0.23
