job_id,value
d3okdcdq5lhs73baqt20,0.296
d3okc3jld2is73ff25gg,0.2988
d3okaobnquss73e4lnbg,0.2681
d3ok9ktq5lhs73baqpb0,0.2477
d3oirfrnquss73e4k6f0,0.2207
d3oiq83grqts7383h9qg,0.2166
d3oimpjld2is73ff0ceg,0.2161
d3oiiltq5lhs73baour0,0.2434
d3ok4abnquss73e4lgr0,0.2571
d3ok3dbgrqts7383imvg,0.244
