job_id,value
d3nmhd1fk6qs73e94hug,0.8062
d3rau5rnquss73e7fru0,0.5199
d3rauilq5lhs73bdjgvg,0.5247
d3rauv3ld2is73fhqv70,0.4968
d3ravbrnquss73e7ft20,0.4955
d3ravobgrqts7386aa9g,0.4469
d3rb05bld2is73fhr09g,0.4124
d3rb0i3grqts7386ab20,0.4166
d3rb0v3grqts7386abe0,0.3924
d3rb1c3ld2is73fhr1d0,0.366
d3rb1p3nquss73e7fvd0,0.3544
