job_id,value
d3rb6qrld2is73fhr6b0,0.8569
d3r27j3grqts7385rsr0,0.6323
d3r27mtq5lhs73bd4gug,0.6302
d3r27qrld2is73fhbscg,0.5684
d3r27ulq5lhs73bd4h6g,0.5195
d3r282lq5lhs73bd4ha0,0.4869
d3r286jld2is73fhbso0,0.4051
d3r28atq5lhs73bd4hhg,0.4636
d3r28etq5lhs73bd4hlg,0.4423
d3r28j5q5lhs73bd4hr0,0.4178
d3r28n3grqts7385rtrg,0.3979
