job_id,value
d3nm4v83qtks738ei1h0,0.8168
d3raim3nquss73e7fga0,0.471
d3raj2tq5lhs73bdj5bg,0.4771
d3rajrlq5lhs73bdj65g,0.4107
d3rak8bld2is73fhqkpg,0.4137
d3rakldq5lhs73bdj6ug,0.3727
d3ral2bld2is73fhqlgg,0.4407
d3ral8rld2is73fhqln0,0.3754
d3ralljgrqts7386a0b0,0.3486
d3ram2bgrqts7386a0ng,0.347
d3ramflq5lhs73bdj8hg,0.3901
