job_id,value
d3rb8arld2is73fhr7og,0.8599
d3r29glq5lhs73bd4il0,0.5693
d3r29kbld2is73fhbu2g,0.5779
d3r29o5q5lhs73bd4it0,0.568
d3r29s3ld2is73fhbuag,0.5765
d3r2a05q5lhs73bd4j4g,0.4828
d3r2a43nquss73e709g0,0.5032
d3r2a85q5lhs73bd4jcg,0.46
d3r2acbld2is73fhbupg,0.4942
d3r2agbnquss73e709rg,0.4816
d3r2akjnquss73e709vg,0.4529
