job_id,value
d3ra4ebnquss73e7f39g,0.6532
d3r64jrnquss73e73t50,0.2078
d3r6hernquss73e749i0,0.2204
d3r66rbld2is73fhfk60,0.1968
d3r6iglq5lhs73bd8j4g,0.2066
d3r6kjrld2is73fhg19g,0.2418
d3r6a7lq5lhs73bd8bbg,0.1759
d3r6lqlq5lhs73bd8m6g,0.1467
d3r6bfdq5lhs73bd8cg0,0.2247
d3r6cnbgrqts7385voi0,0.2587
d3r6n0jnquss73e74eo0,0.241
