job_id,value
d3ra4ebnquss73e7f39g,0.6532
d3r4qtbgrqts7385u9qg,0.4272
d3r4rq3nquss73e72lrg,0.4321
d3r4so3grqts7385ubk0,0.4296
d3r4tn3nquss73e72nqg,0.4278
d3r4uplq5lhs73bd726g,0.3595
d3r4vrbnquss73e72prg,0.361
d3r50trnquss73e72qt0,0.4314
d3r521lq5lhs73bd75jg,0.3657
d3r536tq5lhs73bd76og,0.4342
d3r54ebgrqts7385uiqg,0.3694
