job_id,value
d3ra4ebnquss73e7f39g,0.6532
d3r9e0bgrqts73868si0,0.2863
d3r9gejgrqts73868uog,0.2733
d3r9ho3ld2is73fhpl30,0.2388
d3r9j1rld2is73fhpm90,0.2439
d3r9kcrnquss73e7ekhg,0.2859
d3r9lp3grqts738693h0,0.2907
d3r9n75q5lhs73bdibu0,0.2767
d3r9om3ld2is73fhpre0,0.2535
d3r9uojnquss73e7eu7g,0.2626
d3ra0udq5lhs73bdikpg,0.2608
