job_id,value
d3ra4ebnquss73e7f39g,0.6532
d3r6qjbld2is73fhg6j0,0.1923
d3r6t55q5lhs73bd8sp0,0.2143
d3r6u2bld2is73fhg9q0,0.2363
d3r6vvjnquss73e74nk0,0.2124
d3r72obgrqts73861lbg,0.1621
d3r73tjgrqts738625q0,0.149
d3r77d5q5lhs73bdch80,0.1358
d3r7a3tq5lhs73bddn00,0.2213
d3r7cm3nquss73e7aul0,0.2473
d3r7drbgrqts738665u0,0.2407
