job_id,value
d3nm4v83qtks738ei1h0,0.8168
d3nm56hfk6qs73e945tg,0.4092
d3nm5ab4kkus739eta40,0.4727
d3nm6983qtks738ei2r0,0.3717
d3nm5mj4kkus739etag0,0.4792
d3nm6m1fk6qs73e947c0,0.3695
d3nm5r1fk6qs73e946h0,0.4015
d3nm6hodd19c73995m6g,0.3808
d3nm65b4kkus739etav0,0.3819
d3nm52odd19c73995ko0,0.3193
d3nm6dj4kkus739etb7g,0.376
