job_id,value
d3nn01gdd19c73996ecg,0.8362
d3nn09b4kkus739eu420,0.504
d3nn0gpfk6qs73e950ag,0.3663
d3nn0sb4kkus739eu4kg,0.4757
d3nn0d03qtks738eiro0,0.436
d3nn0og3qtks738eis4g,0.463
d3nn0kg3qtks738eis10,0.4186
d3nn10j4kkus739eu4qg,0.4582
d3nn1634kkus739eu4vg,0.4446
d3nn1ehfk6qs73e9517g,0.4521
d3nn1a83qtks738eiskg,0.4379
