job_id,value
d3nmap34kkus739etfg0,0.8077
d3nmb58dd19c73995qp0,0.4791
d3nmbso3qtks738ei870,0.4567
d3nmc10dd19c73995rj0,0.4187
d3nmcopfk6qs73e94db0,0.371
d3nmat03qtks738ei790,0.3254
d3nmcsodd19c73995sc0,0.361
d3nmb1b4kkus739etfo0,0.3938
d3nmd0pfk6qs73e94djg,0.3815
d3nmdcb4kkus739eti00,0.3853
d3nmdh03qtks738ei9q0,0.3909
