job_id,value
d3nmhd1fk6qs73e94hug,0.8062
d3nmhn03qtks738eids0,0.4036
d3nmi3pfk6qs73e94ij0,0.4835
d3nmi7hfk6qs73e94ing,0.4742
d3nmihodd19c739961og,0.4196
d3nmilj4kkus739etmu0,0.3788
d3nmhj0dd19c739960r0,0.306
d3nmipr4kkus739etn20,0.3706
d3nmitodd19c7399624g,0.3829
d3nmj1pfk6qs73e94jig,0.3895
d3nmj634kkus739etnf0,0.3843
